genre,subgenre,prompt,tags,mv,pair_group
rock,glam rock,"glam rock, rebellious atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, classic, anthem",chirp-v5,rock
rock,classic rock,"classic rock, melancholic atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, guitar, electric",chirp-v5,rock
rock,alternative rock,"alternative rock, melancholic atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, drums, bass",chirp-v5,rock
rock,punk rock,"punk rock, melancholic atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, punk, distortion",chirp-v5,rock
rock,indie rock,"indie rock, melancholic atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, indie, alternative",chirp-v5,rock
rock,hard rock,"hard rock, melancholic atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, classic, anthem",chirp-v5,rock
rock,grunge,"grunge rock, melancholic atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, guitar, electric",chirp-v5,rock
rock,progressive rock,"progressive rock, melancholic atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, drums, bass",chirp-v5,rock
rock,psychedelic rock,"psychedelic rock, melancholic atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, punk, distortion",chirp-v5,rock
rock,garage rock,"garage rock, melancholic atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, indie, alternative",chirp-v5,rock
rock,glam rock,"glam rock, melancholic atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, classic, anthem",chirp-v5,rock
rock,classic rock,"classic rock, triumphant atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, guitar, electric",chirp-v5,rock
rock,alternative rock,"alternative rock, triumphant atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, drums, bass",chirp-v5,rock
rock,punk rock,"punk rock, triumphant atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, punk, distortion",chirp-v5,rock
rock,indie rock,"indie rock, triumphant atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, indie, alternative",chirp-v5,rock
rock,hard rock,"hard rock, triumphant atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, classic, anthem",chirp-v5,rock
rock,grunge,"grunge rock, triumphant atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, guitar, electric",chirp-v5,rock
rock,progressive rock,"progressive rock, triumphant atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, drums, bass",chirp-v5,rock
rock,psychedelic rock,"psychedelic rock, triumphant atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, punk, distortion",chirp-v5,rock
rock,garage rock,"garage rock, triumphant atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, indie, alternative",chirp-v5,rock
rock,glam rock,"glam rock, triumphant atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, classic, anthem",chirp-v5,rock
rock,classic rock,"classic rock, gritty atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, guitar, electric",chirp-v5,rock
rock,alternative rock,"alternative rock, gritty atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, drums, bass",chirp-v5,rock
rock,punk rock,"punk rock, gritty atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, punk, distortion",chirp-v5,rock
rock,indie rock,"indie rock, gritty atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, indie, alternative",chirp-v5,rock
rock,hard rock,"hard rock, gritty atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, classic, anthem",chirp-v5,rock
rock,grunge,"grunge rock, gritty atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, guitar, electric",chirp-v5,rock
rock,progressive rock,"progressive rock, gritty atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, drums, bass",chirp-v5,rock
rock,psychedelic rock,"psychedelic rock, gritty atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, punk, distortion",chirp-v5,rock
rock,garage rock,"garage rock, gritty atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, indie, alternative",chirp-v5,rock
rock,glam rock,"glam rock, gritty atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, classic, anthem",chirp-v5,rock
rock,classic rock,"classic rock, anthemic atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, guitar, electric",chirp-v5,rock
rock,alternative rock,"alternative rock, anthemic atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, drums, bass",chirp-v5,rock
rock,punk rock,"punk rock, anthemic atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, punk, distortion",chirp-v5,rock
rock,indie rock,"indie rock, anthemic atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, indie, alternative",chirp-v5,rock
rock,hard rock,"hard rock, anthemic atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, classic, anthem",chirp-v5,rock
rock,grunge,"grunge rock, anthemic atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, guitar, electric",chirp-v5,rock
rock,progressive rock,"progressive rock, anthemic atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, drums, bass",chirp-v5,rock
rock,psychedelic rock,"psychedelic rock, anthemic atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, punk, distortion",chirp-v5,rock
rock,garage rock,"garage rock, anthemic atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, indie, alternative",chirp-v5,rock
rock,glam rock,"glam rock, anthemic atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, classic, anthem",chirp-v5,rock
rock,classic rock,"classic rock, dreamy atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, guitar, electric",chirp-v5,rock
rock,alternative rock,"alternative rock, dreamy atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, drums, bass",chirp-v5,rock
rock,punk rock,"punk rock, dreamy atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, punk, distortion",chirp-v5,rock
rock,indie rock,"indie rock, dreamy atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, indie, alternative",chirp-v5,rock
rock,hard rock,"hard rock, dreamy atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, classic, anthem",chirp-v5,rock
rock,grunge,"grunge rock, dreamy atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, guitar, electric",chirp-v5,rock
rock,progressive rock,"progressive rock, dreamy atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, drums, bass",chirp-v5,rock
rock,psychedelic rock,"psychedelic rock, dreamy atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, punk, distortion",chirp-v5,rock
rock,garage rock,"garage rock, dreamy atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, indie, alternative",chirp-v5,rock
rock,glam rock,"glam rock, dreamy atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, classic, anthem",chirp-v5,rock
rock,classic rock,"classic rock, raw atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, guitar, electric",chirp-v5,rock
rock,alternative rock,"alternative rock, raw atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, drums, bass",chirp-v5,rock
rock,punk rock,"punk rock, raw atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, punk, distortion",chirp-v5,rock
rock,indie rock,"indie rock, raw atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, indie, alternative",chirp-v5,rock
rock,hard rock,"hard rock, raw atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, classic, anthem",chirp-v5,rock
rock,grunge,"grunge rock, raw atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, guitar, electric",chirp-v5,rock
rock,progressive rock,"progressive rock, raw atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, drums, bass",chirp-v5,rock
rock,psychedelic rock,"psychedelic rock, raw atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, punk, distortion",chirp-v5,rock
rock,garage rock,"garage rock, raw atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, indie, alternative",chirp-v5,rock
rock,glam rock,"glam rock, raw atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, classic, anthem",chirp-v5,rock
rock,classic rock,"classic rock, powerful atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, guitar, electric",chirp-v5,rock
rock,alternative rock,"alternative rock, powerful atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, drums, bass",chirp-v5,rock
rock,punk rock,"punk rock, powerful atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, punk, distortion",chirp-v5,rock
rock,indie rock,"indie rock, powerful atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, indie, alternative",chirp-v5,rock
rock,hard rock,"hard rock, powerful atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, classic, anthem",chirp-v5,rock
rock,grunge,"grunge rock, powerful atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, guitar, electric",chirp-v5,rock
rock,progressive rock,"progressive rock, powerful atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, drums, bass",chirp-v5,rock
rock,psychedelic rock,"psychedelic rock, powerful atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, punk, distortion",chirp-v5,rock
rock,garage rock,"garage rock, powerful atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, indie, alternative",chirp-v5,rock
rock,glam rock,"glam rock, powerful atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, classic, anthem",chirp-v5,rock
rock,classic rock,"classic rock, introspective atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, guitar, electric",chirp-v5,rock
rock,alternative rock,"alternative rock, introspective atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, drums, bass",chirp-v5,rock
rock,punk rock,"punk rock, introspective atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, punk, distortion",chirp-v5,rock
rock,indie rock,"indie rock, introspective atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, indie, alternative",chirp-v5,rock
rock,hard rock,"hard rock, introspective atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, classic, anthem",chirp-v5,rock
rock,grunge,"grunge rock, introspective atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, guitar, electric",chirp-v5,rock
rock,progressive rock,"progressive rock, introspective atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, drums, bass",chirp-v5,rock
rock,psychedelic rock,"psychedelic rock, introspective atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, punk, distortion",chirp-v5,rock
rock,garage rock,"garage rock, introspective atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, indie, alternative",chirp-v5,rock
rock,glam rock,"glam rock, introspective atmosphere, featuring distorted lead guitar solo with crunchy rhythm section","rock, classic, anthem",chirp-v5,rock
rock,classic rock,"classic rock, energetic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, guitar, electric",chirp-v5,rock
rock,alternative rock,"alternative rock, energetic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, drums, bass",chirp-v5,rock
rock,punk rock,"punk rock, energetic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, punk, distortion",chirp-v5,rock
rock,indie rock,"indie rock, energetic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, indie, alternative",chirp-v5,rock
rock,hard rock,"hard rock, energetic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, classic, anthem",chirp-v5,rock
rock,grunge,"grunge rock, energetic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, guitar, electric",chirp-v5,rock
rock,progressive rock,"progressive rock, energetic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, drums, bass",chirp-v5,rock
rock,psychedelic rock,"psychedelic rock, energetic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, punk, distortion",chirp-v5,rock
rock,garage rock,"garage rock, energetic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, indie, alternative",chirp-v5,rock
rock,glam rock,"glam rock, energetic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, classic, anthem",chirp-v5,rock
rock,classic rock,"classic rock, rebellious atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, guitar, electric",chirp-v5,rock
rock,alternative rock,"alternative rock, rebellious atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, drums, bass",chirp-v5,rock
rock,punk rock,"punk rock, rebellious atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, punk, distortion",chirp-v5,rock
rock,indie rock,"indie rock, rebellious atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, indie, alternative",chirp-v5,rock
rock,hard rock,"hard rock, rebellious atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, classic, anthem",chirp-v5,rock
rock,grunge,"grunge rock, rebellious atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, guitar, electric",chirp-v5,rock
rock,progressive rock,"progressive rock, rebellious atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, drums, bass",chirp-v5,rock
rock,psychedelic rock,"psychedelic rock, rebellious atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, punk, distortion",chirp-v5,rock
rock,garage rock,"garage rock, rebellious atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, indie, alternative",chirp-v5,rock
rock,glam rock,"glam rock, rebellious atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, classic, anthem",chirp-v5,rock
rock,classic rock,"classic rock, melancholic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, guitar, electric",chirp-v5,rock
rock,alternative rock,"alternative rock, melancholic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, drums, bass",chirp-v5,rock
rock,punk rock,"punk rock, melancholic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, punk, distortion",chirp-v5,rock
rock,indie rock,"indie rock, melancholic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, indie, alternative",chirp-v5,rock
rock,hard rock,"hard rock, melancholic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, classic, anthem",chirp-v5,rock
rock,grunge,"grunge rock, melancholic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, guitar, electric",chirp-v5,rock
rock,progressive rock,"progressive rock, melancholic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, drums, bass",chirp-v5,rock
rock,psychedelic rock,"psychedelic rock, melancholic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, punk, distortion",chirp-v5,rock
rock,garage rock,"garage rock, melancholic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, indie, alternative",chirp-v5,rock
rock,glam rock,"glam rock, melancholic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, classic, anthem",chirp-v5,rock
rock,classic rock,"classic rock, triumphant atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, guitar, electric",chirp-v5,rock
rock,alternative rock,"alternative rock, triumphant atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, drums, bass",chirp-v5,rock
rock,punk rock,"punk rock, triumphant atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, punk, distortion",chirp-v5,rock
rock,indie rock,"indie rock, triumphant atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, indie, alternative",chirp-v5,rock
rock,hard rock,"hard rock, triumphant atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, classic, anthem",chirp-v5,rock
rock,grunge,"grunge rock, triumphant atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, guitar, electric",chirp-v5,rock
rock,progressive rock,"progressive rock, triumphant atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, drums, bass",chirp-v5,rock
rock,psychedelic rock,"psychedelic rock, triumphant atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, punk, distortion",chirp-v5,rock
rock,garage rock,"garage rock, triumphant atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, indie, alternative",chirp-v5,rock
rock,glam rock,"glam rock, triumphant atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, classic, anthem",chirp-v5,rock
rock,classic rock,"classic rock, gritty atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, guitar, electric",chirp-v5,rock
rock,alternative rock,"alternative rock, gritty atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, drums, bass",chirp-v5,rock
rock,punk rock,"punk rock, gritty atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, punk, distortion",chirp-v5,rock
rock,indie rock,"indie rock, gritty atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, indie, alternative",chirp-v5,rock
rock,hard rock,"hard rock, gritty atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, classic, anthem",chirp-v5,rock
rock,grunge,"grunge rock, gritty atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, guitar, electric",chirp-v5,rock
rock,progressive rock,"progressive rock, gritty atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, drums, bass",chirp-v5,rock
rock,psychedelic rock,"psychedelic rock, gritty atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, punk, distortion",chirp-v5,rock
rock,garage rock,"garage rock, gritty atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, indie, alternative",chirp-v5,rock
rock,glam rock,"glam rock, gritty atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, classic, anthem",chirp-v5,rock
rock,classic rock,"classic rock, anthemic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, guitar, electric",chirp-v5,rock
rock,alternative rock,"alternative rock, anthemic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, drums, bass",chirp-v5,rock
rock,punk rock,"punk rock, anthemic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, punk, distortion",chirp-v5,rock
rock,indie rock,"indie rock, anthemic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, indie, alternative",chirp-v5,rock
rock,hard rock,"hard rock, anthemic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, classic, anthem",chirp-v5,rock
rock,grunge,"grunge rock, anthemic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, guitar, electric",chirp-v5,rock
rock,progressive rock,"progressive rock, anthemic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, drums, bass",chirp-v5,rock
rock,psychedelic rock,"psychedelic rock, anthemic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, punk, distortion",chirp-v5,rock
rock,garage rock,"garage rock, anthemic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, indie, alternative",chirp-v5,rock
rock,glam rock,"glam rock, anthemic atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, classic, anthem",chirp-v5,rock
rock,classic rock,"classic rock, dreamy atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, guitar, electric",chirp-v5,rock
rock,alternative rock,"alternative rock, dreamy atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, drums, bass",chirp-v5,rock
rock,punk rock,"punk rock, dreamy atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, punk, distortion",chirp-v5,rock
rock,indie rock,"indie rock, dreamy atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, indie, alternative",chirp-v5,rock
rock,hard rock,"hard rock, dreamy atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, classic, anthem",chirp-v5,rock
rock,grunge,"grunge rock, dreamy atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, guitar, electric",chirp-v5,rock
rock,progressive rock,"progressive rock, dreamy atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, drums, bass",chirp-v5,rock
rock,psychedelic rock,"psychedelic rock, dreamy atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, punk, distortion",chirp-v5,rock
rock,garage rock,"garage rock, dreamy atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, indie, alternative",chirp-v5,rock
rock,glam rock,"glam rock, dreamy atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, classic, anthem",chirp-v5,rock
rock,classic rock,"classic rock, raw atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, guitar, electric",chirp-v5,rock
rock,alternative rock,"alternative rock, raw atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, drums, bass",chirp-v5,rock
rock,punk rock,"punk rock, raw atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, punk, distortion",chirp-v5,rock
rock,indie rock,"indie rock, raw atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, indie, alternative",chirp-v5,rock
rock,hard rock,"hard rock, raw atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, classic, anthem",chirp-v5,rock
rock,grunge,"grunge rock, raw atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, guitar, electric",chirp-v5,rock
rock,progressive rock,"progressive rock, raw atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, drums, bass",chirp-v5,rock
rock,psychedelic rock,"psychedelic rock, raw atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, punk, distortion",chirp-v5,rock
rock,garage rock,"garage rock, raw atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, indie, alternative",chirp-v5,rock
rock,glam rock,"glam rock, raw atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, classic, anthem",chirp-v5,rock
rock,classic rock,"classic rock, powerful atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, guitar, electric",chirp-v5,rock
rock,alternative rock,"alternative rock, powerful atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, drums, bass",chirp-v5,rock
rock,punk rock,"punk rock, powerful atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, punk, distortion",chirp-v5,rock
rock,indie rock,"indie rock, powerful atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, indie, alternative",chirp-v5,rock
rock,hard rock,"hard rock, powerful atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, classic, anthem",chirp-v5,rock
rock,grunge,"grunge rock, powerful atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, guitar, electric",chirp-v5,rock
rock,progressive rock,"progressive rock, powerful atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, drums, bass",chirp-v5,rock
rock,psychedelic rock,"psychedelic rock, powerful atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, punk, distortion",chirp-v5,rock
rock,garage rock,"garage rock, powerful atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, indie, alternative",chirp-v5,rock
rock,glam rock,"glam rock, powerful atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, classic, anthem",chirp-v5,rock
rock,classic rock,"classic rock, introspective atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, guitar, electric",chirp-v5,rock
rock,alternative rock,"alternative rock, introspective atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, drums, bass",chirp-v5,rock
rock,punk rock,"punk rock, introspective atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, punk, distortion",chirp-v5,rock
rock,indie rock,"indie rock, introspective atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, indie, alternative",chirp-v5,rock
rock,hard rock,"hard rock, introspective atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, classic, anthem",chirp-v5,rock
rock,grunge,"grunge rock, introspective atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, guitar, electric",chirp-v5,rock
rock,progressive rock,"progressive rock, introspective atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, drums, bass",chirp-v5,rock
rock,psychedelic rock,"psychedelic rock, introspective atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, punk, distortion",chirp-v5,rock
rock,garage rock,"garage rock, introspective atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, indie, alternative",chirp-v5,rock
rock,glam rock,"glam rock, introspective atmosphere, featuring dual guitar harmonics and thundering bass lines","rock, classic, anthem",chirp-v5,rock
rock,classic rock,"classic rock, energetic atmosphere, featuring arena-scale wall of sound with layered guitars","rock, guitar, electric",chirp-v5,rock
rock,alternative rock,"alternative rock, energetic atmosphere, featuring arena-scale wall of sound with layered guitars","rock, drums, bass",chirp-v5,rock
rock,punk rock,"punk rock, energetic atmosphere, featuring arena-scale wall of sound with layered guitars","rock, punk, distortion",chirp-v5,rock
rock,indie rock,"indie rock, energetic atmosphere, featuring arena-scale wall of sound with layered guitars","rock, indie, alternative",chirp-v5,rock
rock,hard rock,"hard rock, energetic atmosphere, featuring arena-scale wall of sound with layered guitars","rock, classic, anthem",chirp-v5,rock
rock,grunge,"grunge rock, energetic atmosphere, featuring arena-scale wall of sound with layered guitars","rock, guitar, electric",chirp-v5,rock
rock,progressive rock,"progressive rock, energetic atmosphere, featuring arena-scale wall of sound with layered guitars","rock, drums, bass",chirp-v5,rock
rock,psychedelic rock,"psychedelic rock, energetic atmosphere, featuring arena-scale wall of sound with layered guitars","rock, punk, distortion",chirp-v5,rock
rock,garage rock,"garage rock, energetic atmosphere, featuring arena-scale wall of sound with layered guitars","rock, indie, alternative",chirp-v5,rock
rock,glam rock,"glam rock, energetic atmosphere, featuring arena-scale wall of sound with layered guitars","rock, classic, anthem",chirp-v5,rock
rock,classic rock,"classic rock, rebellious atmosphere, featuring arena-scale wall of sound with layered guitars","rock, guitar, electric",chirp-v5,rock
rock,alternative rock,"alternative rock, rebellious atmosphere, featuring arena-scale wall of sound with layered guitars","rock, drums, bass",chirp-v5,rock
rock,punk rock,"punk rock, rebellious atmosphere, featuring arena-scale wall of sound with layered guitars","rock, punk, distortion",chirp-v5,rock
rock,indie rock,"indie rock, rebellious atmosphere, featuring arena-scale wall of sound with layered guitars","rock, indie, alternative",chirp-v5,rock
rock,hard rock,"hard rock, rebellious atmosphere, featuring arena-scale wall of sound with layered guitars","rock, classic, anthem",chirp-v5,rock
rock,grunge,"grunge rock, rebellious atmosphere, featuring arena-scale wall of sound with layered guitars","rock, guitar, electric",chirp-v5,rock
rock,progressive rock,"progressive rock, rebellious atmosphere, featuring arena-scale wall of sound with layered guitars","rock, drums, bass",chirp-v5,rock
rock,psychedelic rock,"psychedelic rock, rebellious atmosphere, featuring arena-scale wall of sound with layered guitars","rock, punk, distortion",chirp-v5,rock
rock,garage rock,"garage rock, rebellious atmosphere, featuring arena-scale wall of sound with layered guitars","rock, indie, alternative",chirp-v5,rock
rock,glam rock,"glam rock, rebellious atmosphere, featuring arena-scale wall of sound with layered guitars","rock, classic, anthem",chirp-v5,rock
rock,classic rock,"classic rock, melancholic atmosphere, featuring arena-scale wall of sound with layered guitars","rock, guitar, electric",chirp-v5,rock
rock,alternative rock,"alternative rock, melancholic atmosphere, featuring arena-scale wall of sound with layered guitars","rock, drums, bass",chirp-v5,rock
rock,punk rock,"punk rock, melancholic atmosphere, featuring arena-scale wall of sound with layered guitars","rock, punk, distortion",chirp-v5,rock
rock,indie rock,"indie rock, melancholic atmosphere, featuring arena-scale wall of sound with layered guitars","rock, indie, alternative",chirp-v5,rock
rock,hard rock,"hard rock, melancholic atmosphere, featuring arena-scale wall of sound with layered guitars","rock, classic, anthem",chirp-v5,rock
rock,grunge,"grunge rock, melancholic atmosphere, featuring arena-scale wall of sound with layered guitars","rock, guitar, electric",chirp-v5,rock
rock,progressive rock,"progressive rock, melancholic atmosphere, featuring arena-scale wall of sound with layered guitars","rock, drums, bass",chirp-v5,rock
rock,psychedelic rock,"psychedelic rock, melancholic atmosphere, featuring arena-scale wall of sound with layered guitars","rock, punk, distortion",chirp-v5,rock
rock,garage rock,"garage rock, melancholic atmosphere, featuring arena-scale wall of sound with layered guitars","rock, indie, alternative",chirp-v5,rock
rock,glam rock,"glam rock, melancholic atmosphere, featuring arena-scale wall of sound with layered guitars","rock, classic, anthem",chirp-v5,rock
